giocatore,link_a,link_b
Mario Mansilla Diez,https://www.atptour.com/en/players/mario-mansilla-diez/m0ee/rankings-breakdown,https://www.atptour.com/en/players/mario-mansilla-diez/m0ee/player-stats
Stefanos Sakellaridis,https://www.atptour.com/en/players/stefanos-sakellaridis/s0kt/rankings-breakdown,https://www.atptour.com/en/players/stefanos-sakellaridis/s0kt/player-stats
Koki Matsuda,https://www.atptour.com/en/players/koki-matsuda/m0sb/rankings-breakdown,https://www.atptour.com/en/players/koki-matsuda/m0sb/player-stats
Guido Andreozzi,https://www.atptour.com/en/players/guido-andreozzi/a887/rankings-breakdown,https://www.atptour.com/en/players/guido-andreozzi/a887/player-stats
Giacomo Dambrosi,https://www.atptour.com/en/players/giacomo-dambrosi/d0e2/rankings-breakdown,https://www.atptour.com/en/players/giacomo-dambrosi/d0e2/player-stats
Carlos Gomez-Herrera,https://www.atptour.com/en/players/carlos-gomez-herrera/g985/rankings-breakdown,https://www.atptour.com/en/players/carlos-gomez-herrera/g985/player-stats
Thomaz Bellucci,https://www.atptour.com/en/players/thomaz-bellucci/bd20/rankings-breakdown,https://www.atptour.com/en/players/thomaz-bellucci/bd20/player-stats
Haoyuan Huang,https://www.atptour.com/en/players/haoyuan-huang/h0e3/rankings-breakdown,https://www.atptour.com/en/players/haoyuan-huang/h0e3/player-stats
Sander Jong,https://www.atptour.com/en/players/sander-jong/j0cu/rankings-breakdown,https://www.atptour.com/en/players/sander-jong/j0cu/player-stats
Mika Brunold,https://www.atptour.com/en/players/mika-brunold/b0lw/rankings-breakdown,https://www.atptour.com/en/players/mika-brunold/b0lw/player-stats
Lautaro  Midon,https://www.atptour.com/en/players/lautaro--midon/m0oh/rankings-breakdown,https://www.atptour.com/en/players/lautaro--midon/m0oh/player-stats
Brayden Schnur,https://www.atptour.com/en/players/brayden-schnur/sp24/rankings-breakdown,https://www.atptour.com/en/players/brayden-schnur/sp24/player-stats
Michel Vernier,https://www.atptour.com/en/players/michel-vernier/v731/rankings-breakdown,https://www.atptour.com/en/players/michel-vernier/v731/player-stats
Jie Cui,https://www.atptour.com/en/players/jie-cui/c0aj/rankings-breakdown,https://www.atptour.com/en/players/jie-cui/c0aj/player-stats
Kristijan Juhas,https://www.atptour.com/en/players/kristijan-juhas/j0bq/rankings-breakdown,https://www.atptour.com/en/players/kristijan-juhas/j0bq/player-stats
Jarno Jans,https://www.atptour.com/en/players/jarno-jans/j0c2/rankings-breakdown,https://www.atptour.com/en/players/jarno-jans/j0c2/player-stats
Pol Toledo Bague,https://www.atptour.com/en/players/pol-toledo-bague/tc09/rankings-breakdown,https://www.atptour.com/en/players/pol-toledo-bague/tc09/player-stats
Ishaque Eqbal,https://www.atptour.com/en/players/ishaque-eqbal/e0ab/rankings-breakdown,https://www.atptour.com/en/players/ishaque-eqbal/e0ab/player-stats
Aleksi Lofman,https://www.atptour.com/en/players/aleksi-lofman/l0dg/rankings-breakdown,https://www.atptour.com/en/players/aleksi-lofman/l0dg/player-stats
Thiago Cigarran,https://www.atptour.com/en/players/thiago-cigarran/c0gk/rankings-breakdown,https://www.atptour.com/en/players/thiago-cigarran/c0gk/player-stats
Peter Benjamin Privara,https://www.atptour.com/en/players/peter-benjamin-privara/p0gp/rankings-breakdown,https://www.atptour.com/en/players/peter-benjamin-privara/p0gp/player-stats
Taiyo Yamanaka,https://www.atptour.com/en/players/taiyo-yamanaka/y0a8/rankings-breakdown,https://www.atptour.com/en/players/taiyo-yamanaka/y0a8/player-stats
Filippo Speziali,https://www.atptour.com/en/players/filippo-speziali/s0jh/rankings-breakdown,https://www.atptour.com/en/players/filippo-speziali/s0jh/player-stats
Filip Duda,https://www.atptour.com/en/players/filip-duda/d0a3/rankings-breakdown,https://www.atptour.com/en/players/filip-duda/d0a3/player-stats
Lorenzo Gagliardo,https://www.atptour.com/en/players/lorenzo-gagliardo/g0d4/rankings-breakdown,https://www.atptour.com/en/players/lorenzo-gagliardo/g0d4/player-stats
Ryuki Matsuda,https://www.atptour.com/en/players/ryuki-matsuda/m0g0/rankings-breakdown,https://www.atptour.com/en/players/ryuki-matsuda/m0g0/player-stats
Gabriele Maria Noce,https://www.atptour.com/en/players/gabriele-maria-noce/n724/rankings-breakdown,https://www.atptour.com/en/players/gabriele-maria-noce/n724/player-stats
Kelsey Stevenson,https://www.atptour.com/en/players/kelsey-stevenson/sm18/rankings-breakdown,https://www.atptour.com/en/players/kelsey-stevenson/sm18/player-stats
Diego Fernandez Flores,https://www.atptour.com/en/players/diego-fernandez-flores/f0c4/rankings-breakdown,https://www.atptour.com/en/players/diego-fernandez-flores/f0c4/player-stats
Maik Steiner,https://www.atptour.com/en/players/maik-steiner/s0gf/rankings-breakdown,https://www.atptour.com/en/players/maik-steiner/s0gf/player-stats
Paul Woerner,https://www.atptour.com/en/players/paul-woerner/w725/rankings-breakdown,https://www.atptour.com/en/players/paul-woerner/w725/player-stats
Maximus Jones,https://www.atptour.com/en/players/maximus-jones/j0d2/rankings-breakdown,https://www.atptour.com/en/players/maximus-jones/j0d2/player-stats
Michael Zheng,https://www.atptour.com/en/players/michael-zheng/z0bz/rankings-breakdown,https://www.atptour.com/en/players/michael-zheng/z0bz/player-stats
Vito Tonejc,https://www.atptour.com/en/players/vito-tonejc/t0hm/rankings-breakdown,https://www.atptour.com/en/players/vito-tonejc/t0hm/player-stats
Juan Manuel Benitez Chavarriaga,https://www.atptour.com/en/players/juan-manuel-benitez-chavarriaga/bj70/rankings-breakdown,https://www.atptour.com/en/players/juan-manuel-benitez-chavarriaga/bj70/player-stats
Cash Hanzlik,https://www.atptour.com/en/players/cash-hanzlik/h0ec/rankings-breakdown,https://www.atptour.com/en/players/cash-hanzlik/h0ec/player-stats
Edward Winter,https://www.atptour.com/en/players/edward-winter/w0c4/rankings-breakdown,https://www.atptour.com/en/players/edward-winter/w0c4/player-stats
Radu Mihai Papoe,https://www.atptour.com/en/players/radu-mihai-papoe/p0fj/rankings-breakdown,https://www.atptour.com/en/players/radu-mihai-papoe/p0fj/player-stats
Jordan Hasson,https://www.atptour.com/en/players/jordan-hasson/h09w/rankings-breakdown,https://www.atptour.com/en/players/jordan-hasson/h09w/player-stats
Matt Kuhar,https://www.atptour.com/en/players/matt-kuhar/k0em/rankings-breakdown,https://www.atptour.com/en/players/matt-kuhar/k0em/player-stats
Sebastian Dominko,https://www.atptour.com/en/players/sebastian-dominko/d0i0/rankings-breakdown,https://www.atptour.com/en/players/sebastian-dominko/d0i0/player-stats
Yuichiro Inui,https://www.atptour.com/en/players/yuichiro-inui/i416/rankings-breakdown,https://www.atptour.com/en/players/yuichiro-inui/i416/player-stats
A.J. Catanzariti,https://www.atptour.com/en/players/a.j.-catanzariti/ci19/rankings-breakdown,https://www.atptour.com/en/players/a.j.-catanzariti/ci19/player-stats
Marcelo Zormann,https://www.atptour.com/en/players/marcelo-zormann/z363/rankings-breakdown,https://www.atptour.com/en/players/marcelo-zormann/z363/player-stats
Ken Cavrak,https://www.atptour.com/en/players/ken-cavrak/c0c9/rankings-breakdown,https://www.atptour.com/en/players/ken-cavrak/c0c9/player-stats
Milan Welte,https://www.atptour.com/en/players/milan-welte/w0an/rankings-breakdown,https://www.atptour.com/en/players/milan-welte/w0an/player-stats
Julian Cash,https://www.atptour.com/en/players/julian-cash/ci96/rankings-breakdown,https://www.atptour.com/en/players/julian-cash/ci96/player-stats
Igor Gimenez,https://www.atptour.com/en/players/igor-gimenez/g0d9/rankings-breakdown,https://www.atptour.com/en/players/igor-gimenez/g0d9/player-stats
Gabriele Pennaforti,https://www.atptour.com/en/players/gabriele-pennaforti/p0jg/rankings-breakdown,https://www.atptour.com/en/players/gabriele-pennaforti/p0jg/player-stats
Maxence Broville,https://www.atptour.com/en/players/maxence-broville/bu35/rankings-breakdown,https://www.atptour.com/en/players/maxence-broville/bu35/player-stats
Alejandro Mendoza,https://www.atptour.com/en/players/alejandro-mendoza/me70/rankings-breakdown,https://www.atptour.com/en/players/alejandro-mendoza/me70/player-stats
Neil Oberleitner,https://www.atptour.com/en/players/neil-oberleitner/o0ad/rankings-breakdown,https://www.atptour.com/en/players/neil-oberleitner/o0ad/player-stats
Noah Lopez,https://www.atptour.com/en/players/noah-lopez/l0g1/rankings-breakdown,https://www.atptour.com/en/players/noah-lopez/l0g1/player-stats
Alexander Crnokrak,https://www.atptour.com/en/players/alexander-crnokrak/c0a0/rankings-breakdown,https://www.atptour.com/en/players/alexander-crnokrak/c0a0/player-stats
Aziz Ouakaa,https://www.atptour.com/en/players/aziz-ouakaa/o09a/rankings-breakdown,https://www.atptour.com/en/players/aziz-ouakaa/o09a/player-stats
Boris Fassbender,https://www.atptour.com/en/players/boris-fassbender/fc25/rankings-breakdown,https://www.atptour.com/en/players/boris-fassbender/fc25/player-stats
William Grant,https://www.atptour.com/en/players/william-grant/g0dd/rankings-breakdown,https://www.atptour.com/en/players/william-grant/g0dd/player-stats
Joao Menezes,https://www.atptour.com/en/players/joao-menezes/mn70/rankings-breakdown,https://www.atptour.com/en/players/joao-menezes/mn70/player-stats
Julian Ocleppo,https://www.atptour.com/en/players/julian-ocleppo/o507/rankings-breakdown,https://www.atptour.com/en/players/julian-ocleppo/o507/player-stats
Adrian Bodmer,https://www.atptour.com/en/players/adrian-bodmer/bk12/rankings-breakdown,https://www.atptour.com/en/players/adrian-bodmer/bk12/player-stats
Aziz Kijametovic,https://www.atptour.com/en/players/aziz-kijametovic/kf06/rankings-breakdown,https://www.atptour.com/en/players/aziz-kijametovic/kf06/player-stats
Younes Lalami Laaroussi,https://www.atptour.com/en/players/younes-lalami-laaroussi/l0ck/rankings-breakdown,https://www.atptour.com/en/players/younes-lalami-laaroussi/l0ck/player-stats
Kilian Feldbausch,https://www.atptour.com/en/players/kilian-feldbausch/f0f4/rankings-breakdown,https://www.atptour.com/en/players/kilian-feldbausch/f0f4/player-stats
Joshua Sheehy,https://www.atptour.com/en/players/joshua-sheehy/s0nn/rankings-breakdown,https://www.atptour.com/en/players/joshua-sheehy/s0nn/player-stats
Lorenzo Joaquin Rodriguez,https://www.atptour.com/en/players/lorenzo-joaquin-rodriguez/r0bc/rankings-breakdown,https://www.atptour.com/en/players/lorenzo-joaquin-rodriguez/r0bc/player-stats
Yannick Mertens,https://www.atptour.com/en/players/yannick-mertens/mg08/rankings-breakdown,https://www.atptour.com/en/players/yannick-mertens/mg08/player-stats
Yuttana Charoenphon,https://www.atptour.com/en/players/yuttana-charoenphon/c0e6/rankings-breakdown,https://www.atptour.com/en/players/yuttana-charoenphon/c0e6/player-stats
Xavi Matas Ortega,https://www.atptour.com/en/players/xavi-matas-ortega/m0mw/rankings-breakdown,https://www.atptour.com/en/players/xavi-matas-ortega/m0mw/player-stats
Wishaya Trongcharoenchaikul,https://www.atptour.com/en/players/wishaya-trongcharoenchaikul/tb70/rankings-breakdown,https://www.atptour.com/en/players/wishaya-trongcharoenchaikul/tb70/player-stats
Grigoriy Lomakin,https://www.atptour.com/en/players/grigoriy-lomakin/lg37/rankings-breakdown,https://www.atptour.com/en/players/grigoriy-lomakin/lg37/player-stats
Brandon Walkin,https://www.atptour.com/en/players/brandon-walkin/w738/rankings-breakdown,https://www.atptour.com/en/players/brandon-walkin/w738/player-stats
Mateo Gomez,https://www.atptour.com/en/players/mateo-gomez/g0bz/rankings-breakdown,https://www.atptour.com/en/players/mateo-gomez/g0bz/player-stats
Marlon Vankan,https://www.atptour.com/en/players/marlon-vankan/v0bp/rankings-breakdown,https://www.atptour.com/en/players/marlon-vankan/v0bp/player-stats
Seita Watanabe,https://www.atptour.com/en/players/seita-watanabe/w0aj/rankings-breakdown,https://www.atptour.com/en/players/seita-watanabe/w0aj/player-stats
Rishab Agarwal,https://www.atptour.com/en/players/rishab-agarwal/af41/rankings-breakdown,https://www.atptour.com/en/players/rishab-agarwal/af41/player-stats
Markos Kalovelonis,https://www.atptour.com/en/players/markos-kalovelonis/kd48/rankings-breakdown,https://www.atptour.com/en/players/markos-kalovelonis/kd48/player-stats
Albano Olivetti,https://www.atptour.com/en/players/albano-olivetti/o411/rankings-breakdown,https://www.atptour.com/en/players/albano-olivetti/o411/player-stats
Patrick Zahraj,https://www.atptour.com/en/players/patrick-zahraj/z09f/rankings-breakdown,https://www.atptour.com/en/players/patrick-zahraj/z09f/player-stats
George Loffhagen,https://www.atptour.com/en/players/george-loffhagen/l0cf/rankings-breakdown,https://www.atptour.com/en/players/george-loffhagen/l0cf/player-stats
Yassine Dlimi,https://www.atptour.com/en/players/yassine-dlimi/d0fa/rankings-breakdown,https://www.atptour.com/en/players/yassine-dlimi/d0fa/player-stats
Julio Cesar Porras,https://www.atptour.com/en/players/julio-cesar-porras/c0kh/rankings-breakdown,https://www.atptour.com/en/players/julio-cesar-porras/c0kh/player-stats
Jacopo Berrettini,https://www.atptour.com/en/players/jacopo-berrettini/bu10/rankings-breakdown,https://www.atptour.com/en/players/jacopo-berrettini/bu10/player-stats
Rayane Roumane,https://www.atptour.com/en/players/rayane-roumane/rh54/rankings-breakdown,https://www.atptour.com/en/players/rayane-roumane/rh54/player-stats
Luca Giacomini,https://www.atptour.com/en/players/luca-giacomini/gk24/rankings-breakdown,https://www.atptour.com/en/players/luca-giacomini/gk24/player-stats
Florian Broska,https://www.atptour.com/en/players/florian-broska/b0c5/rankings-breakdown,https://www.atptour.com/en/players/florian-broska/b0c5/player-stats
Vishnu Vardhan,https://www.atptour.com/en/players/vishnu-vardhan/v505/rankings-breakdown,https://www.atptour.com/en/players/vishnu-vardhan/v505/player-stats
Juan Carlos Aguilar,https://www.atptour.com/en/players/juan-carlos-aguilar/a09w/rankings-breakdown,https://www.atptour.com/en/players/juan-carlos-aguilar/a09w/player-stats
Mateo Nicolas Martinez,https://www.atptour.com/en/players/mateo-nicolas-martinez/ml59/rankings-breakdown,https://www.atptour.com/en/players/mateo-nicolas-martinez/ml59/player-stats
Lukas Lacko,https://www.atptour.com/en/players/lukas-lacko/l797/rankings-breakdown,https://www.atptour.com/en/players/lukas-lacko/l797/player-stats
Niccolo Catini,https://www.atptour.com/en/players/niccolo-catini/c0c1/rankings-breakdown,https://www.atptour.com/en/players/niccolo-catini/c0c1/player-stats
Lorenzo Bresciani,https://www.atptour.com/en/players/lorenzo-bresciani/b0gt/rankings-breakdown,https://www.atptour.com/en/players/lorenzo-bresciani/b0gt/player-stats
Dax Donders,https://www.atptour.com/en/players/dax-donders/d0c2/rankings-breakdown,https://www.atptour.com/en/players/dax-donders/d0c2/player-stats
Martyn Pawelski,https://www.atptour.com/en/players/martyn-pawelski/p0ig/rankings-breakdown,https://www.atptour.com/en/players/martyn-pawelski/p0ig/player-stats
Kazuki Nishiwaki,https://www.atptour.com/en/players/kazuki-nishiwaki/n934/rankings-breakdown,https://www.atptour.com/en/players/kazuki-nishiwaki/n934/player-stats
Gian Marco Ortenzi,https://www.atptour.com/en/players/gian-marco-ortenzi/o0ax/rankings-breakdown,https://www.atptour.com/en/players/gian-marco-ortenzi/o0ax/player-stats
Michal Mikula,https://www.atptour.com/en/players/michal-mikula/m0dw/rankings-breakdown,https://www.atptour.com/en/players/michal-mikula/m0dw/player-stats
Ji Hoon Son,https://www.atptour.com/en/players/ji-hoon-son/so41/rankings-breakdown,https://www.atptour.com/en/players/ji-hoon-son/so41/player-stats
Fabio Coelho,https://www.atptour.com/en/players/fabio-coelho/c09s/rankings-breakdown,https://www.atptour.com/en/players/fabio-coelho/c09s/player-stats
Kokoro Isomura,https://www.atptour.com/en/players/kokoro-isomura/i0ax/rankings-breakdown,https://www.atptour.com/en/players/kokoro-isomura/i0ax/player-stats
Chien-hsun Lo,https://www.atptour.com/en/players/chien-hsun-lo/lf59/rankings-breakdown,https://www.atptour.com/en/players/chien-hsun-lo/lf59/player-stats
Sebastian Sorger,https://www.atptour.com/en/players/sebastian-sorger/s0qz/rankings-breakdown,https://www.atptour.com/en/players/sebastian-sorger/s0qz/player-stats
Guy Orly Iradukunda,https://www.atptour.com/en/players/guy-orly-iradukunda/i327/rankings-breakdown,https://www.atptour.com/en/players/guy-orly-iradukunda/i327/player-stats
Maxim Zhukov,https://www.atptour.com/en/players/maxim-zhukov/z0c3/rankings-breakdown,https://www.atptour.com/en/players/maxim-zhukov/z0c3/player-stats
Daniel Siniakov,https://www.atptour.com/en/players/daniel-siniakov/s0lt/rankings-breakdown,https://www.atptour.com/en/players/daniel-siniakov/s0lt/player-stats
Gabriel Evans,https://www.atptour.com/en/players/gabriel-evans/e0ck/rankings-breakdown,https://www.atptour.com/en/players/gabriel-evans/e0ck/player-stats
